DATAFLOW,LAST UPDATE,freq,unit,nace_r2,lcstruct,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovenia,2024,23.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovakia,2020,10.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovakia,2021,10.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovakia,2022,11.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovakia,2023,12.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovakia,2024,13.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Türkiye,2020,3.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Austria,2020,9.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Austria,2021,9.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Austria,2022,10.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Austria,2023,11.1,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Austria,2024,12.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Belgium,2020,9.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Belgium,2021,9.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Belgium,2022,10.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Belgium,2023,10.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Belgium,2024,11.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Bulgaria,2020,0.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Bulgaria,2021,1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Bulgaria,2022,1.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Bulgaria,2023,1.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Bulgaria,2024,1.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Cyprus,2020,3.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Cyprus,2021,3.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Cyprus,2022,3.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Cyprus,2023,3.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Cyprus,2024,4.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Czechia,2020,3.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Czechia,2021,3.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Czechia,2022,4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Czechia,2023,4.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Czechia,2024,4.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Germany,2020,8.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Germany,2021,8.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Germany,2022,9.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Germany,2023,9.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Germany,2024,10.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Denmark,2020,5.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Denmark,2021,5.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Denmark,2022,6.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Denmark,2023,6.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Denmark,2024,6.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area - 19 countries  (2015-2022),2020,8.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area - 19 countries  (2015-2022),2021,8.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area - 19 countries  (2015-2022),2022,8.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area - 19 countries  (2015-2022),2023,9.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area - 19 countries  (2015-2022),2024,9.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area – 20 countries (from 2023),2020,8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area – 20 countries (from 2023),2021,8.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area – 20 countries (from 2023),2022,8.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area – 20 countries (from 2023),2023,9.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Euro area – 20 countries (from 2023),2024,9.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Estonia,2020,3.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Estonia,2021,3.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Estonia,2022,4.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Estonia,2023,4.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Estonia,2024,5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Greece,2020,2.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Greece,2021,2.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Greece,2022,2.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Greece,2023,3.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Greece,2024,3.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Spain,2020,6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Spain,2021,6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Spain,2022,6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Spain,2023,6.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Spain,2024,6.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,European Union - 27 countries (from 2020),2020,6.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,European Union - 27 countries (from 2020),2021,7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,European Union - 27 countries (from 2020),2022,7.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,European Union - 27 countries (from 2020),2023,7.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,European Union - 27 countries (from 2020),2024,8.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Finland,2020,6.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Finland,2021,6.2,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Finland,2022,6.4,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Finland,2023,6.6,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Finland,2024,6.5,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,France,2020,12.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,France,2021,12.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,France,2022,13,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,France,2023,13.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,France,2024,14,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Croatia,2020,1.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Croatia,2021,1.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Croatia,2022,1.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Croatia,2023,1.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Croatia,2024,1.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Hungary,2020,1.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Hungary,2021,1.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Hungary,2022,1.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Hungary,2023,1.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Hungary,2024,1.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Ireland,2020,4.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Ireland,2021,4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Ireland,2022,7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Ireland,2023,8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Ireland,2024,8.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Iceland,2020,8.0,d,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Iceland,2021,8.7,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Iceland,2022,9.9,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Iceland,2023,10.2,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Iceland,2024,11.0,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Italy,2020,8.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Italy,2021,8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Italy,2022,8.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Italy,2023,8.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Italy,2024,8.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Lithuania,2020,0.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Lithuania,2021,0.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Lithuania,2022,0.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Lithuania,2023,0.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Lithuania,2024,0.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Luxembourg,2020,6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Luxembourg,2021,6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Luxembourg,2022,6.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Luxembourg,2023,6.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Luxembourg,2024,6.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Latvia,2020,2.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Latvia,2021,2.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Latvia,2022,2.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Latvia,2023,2.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Latvia,2024,3.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Malta,2020,-0.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Malta,2021,0.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Malta,2022,0.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Malta,2023,1.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Malta,2024,1.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Netherlands,2020,8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Netherlands,2021,8.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Netherlands,2022,9.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Netherlands,2023,10.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Netherlands,2024,11.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Norway,2020,9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Norway,2021,9.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Norway,2022,10,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Norway,2023,10.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Norway,2024,10.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Poland,2020,2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Poland,2021,2.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Poland,2022,2.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Poland,2023,2.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Poland,2024,3.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Portugal,2020,2.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Portugal,2021,2.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Portugal,2022,3.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Portugal,2023,3.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Portugal,2024,3.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Romania,2020,0.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Romania,2021,0.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Romania,2022,0.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Romania,2023,0.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Romania,2024,0.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Labour costs other than wages and salaries,Serbia,2020,0.8,,
